adi_EST_assem_10111|m.12504 adi_EST_assem_10111|g.12504  ,adig79,_ , 2, -, -, -,  N,-,289,-,-
adi_EST_assem_10112|m.12506 adi_EST_assem_10112|g.12506  ,adig80,S , 1, -, -, -,  N,-,562,-,-
adi_EST_assem_10114|m.12507 adi_EST_assem_10114|g.12507  ,adig81,_ , 1, -, -, -,  N,-,221,-,-
adi_EST_assem_10117|m.12508 adi_EST_assem_10117|g.12508  ,adig82,_ , 1, -, -, -,  N,-,351,-,-
adi_EST_assem_10118|m.12510 adi_EST_assem_10118|g.12510  ,adig83,_ , 1, -, -, -,  N,-,130,-,-
adi_EST_assem_10120|m.12511 adi_EST_assem_10120|g.12511  ,adig84,_ , 3, -, -, -,  N,-,330,-,-
adi_EST_assem_10121|m.12513 adi_EST_assem_10121|g.12513  ,adig85,_ , 1, -, -, -,  N,-,117,-,-
adi_EST_assem_10122|m.12514 adi_EST_assem_10122|g.12514  ,adig86,M , 4, -, -, -,  N,-,723,-,-
adi_EST_assem_10124|m.12517 adi_EST_assem_10124|g.12517  ,adig87,_ , 2, hsap1457, mmus877, -,  Y,ACSS3,476,Acss3,-
adi_EST_assem_10125|m.12519 adi_EST_assem_10125|g.12519  ,adig88,M , 2, hsap776, mmus1154, -,  Y,ECI2,402,Eci2,-
adi_EST_assem_10127|m.12521 adi_EST_assem_10127|g.12521  ,adig89,_ , 1, -, -, -,  N,-,1176,-,-
adi_EST_assem_10129|m.12524 adi_EST_assem_10129|g.12524  ,adig90,_ , 4, -, -, -,  N,-,329,-,-
adi_EST_assem_1013|m.1597 adi_EST_assem_1013|g.1597  ,adig91,M , 5, -, -, -,  N,-,239,-,-
adi_EST_assem_10131|m.12525 adi_EST_assem_10131|g.12525  ,adig92,_ , 4, -, -, -,  N,-,204,-,-
adi_EST_assem_10132|m.12527 adi_EST_assem_10132|g.12527  ,adig93,_ , 1, -, -, -,  N,-,242,-,-
adi_EST_assem_10133|m.12528 adi_EST_assem_10133|g.12528  ,adig94,_ , 2, -, -, -,  N,-,163,-,-
adi_EST_assem_10134|m.12529 adi_EST_assem_10134|g.12529  ,adig95,_ , 1, -, -, -,  N,-,159,-,-
adi_EST_assem_10135|m.12530 adi_EST_assem_10135|g.12530  ,adig96,M , 2, -, -, -,  Y,-,353,-,-
adi_EST_assem_1014|m.1599 adi_EST_assem_1014|g.1599  ,adig97,_ , 2, -, -, -,  N,-,139,-,-
adi_EST_assem_1014|m.1598 adi_EST_assem_1014|g.1598  ,adig98,_ , 1, -, -, -,  N,-,218,-,-
adi_EST_assem_10141|m.12532 adi_EST_assem_10141|g.12532  ,adig99,_ , 3, -, -, -,  N,-,111,-,-
adi_EST_assem_10141|m.12531 adi_EST_assem_10141|g.12531  ,adig100,_ , 4, -, -, -,  N,-,309,-,-
adi_EST_assem_10143|m.12535 adi_EST_assem_10143|g.12535  ,adig101,_ , 3, -, -, -,  N,-,407,-,-
adi_EST_assem_10144|m.12536 adi_EST_assem_10144|g.12536  ,adig102,_ , 3, -, -, -,  N,-,553,-,-
adi_EST_assem_10148|m.12538 adi_EST_assem_10148|g.12538  ,adig103,_ , 5, -, -, -,  N,-,1354,-,-
adi_EST_assem_10150|m.12540 adi_EST_assem_10150|g.12540  ,adig104,_ , 3, -, -, -,  N,-,727,-,-
adi_EST_assem_10151|m.12541 adi_EST_assem_10151|g.12541  ,adig105,_ , 2, -, -, -,  N,-,196,-,-
adi_EST_assem_10153|m.12542 adi_EST_assem_10153|g.12542  ,adig106,_ , 2, -, -, -,  N,-,374,-,-
adi_EST_assem_10154|m.12544 adi_EST_assem_10154|g.12544  ,adig107,_ , 2, -, -, -,  N,-,380,-,-
adi_EST_assem_10156|m.12545 adi_EST_assem_10156|g.12545  ,adig108,M , 5, -, -, -,  N,-,699,-,-
adi_EST_assem_10157|m.12546 adi_EST_assem_10157|g.12546  ,adig109,_ , 5, -, -, -,  N,-,141,-,-
adi_EST_assem_10158|m.12547 adi_EST_assem_10158|g.12547  ,adig110,_ , 1, -, -, -,  N,-,155,-,-
adi_EST_assem_1016|m.1600 adi_EST_assem_1016|g.1600  ,adig111,_ , 1, -, -, -,  N,-,607,-,-
adi_EST_assem_1016|m.1602 adi_EST_assem_1016|g.1602  ,adig112,S , 5, -, -, -,  N,-,105,-,-
adi_EST_assem_10160|m.12548 adi_EST_assem_10160|g.12548  ,adig113,_ , 1, -, -, -,  N,-,184,-,-
adi_EST_assem_10162|m.12549 adi_EST_assem_10162|g.12549  ,adig114,_ , 1, -, -, -,  N,-,122,-,-
adi_EST_assem_10162|m.12550 adi_EST_assem_10162|g.12550  ,adig115,M , 4, -, -, -,  N,-,102,-,-
adi_EST_assem_10165|m.12551 adi_EST_assem_10165|g.12551  ,adig116,_ , 5, -, -, -,  N,-,192,-,-
adi_EST_assem_10166|m.12552 adi_EST_assem_10166|g.12552  ,adig117,_ , 2, -, -, -,  N,-,131,-,-
adi_EST_assem_10167|m.12554 adi_EST_assem_10167|g.12554  ,adig118,_ , 2, -, -, -,  N,-,416,-,-
adi_EST_assem_10168|m.12555 adi_EST_assem_10168|g.12555  ,adig119,_ , 3, -, -, -,  N,-,205,-,-
adi_EST_assem_10169|m.12556 adi_EST_assem_10169|g.12556  ,adig120,_ , 2, -, -, -,  N,-,131,-,-
adi_EST_assem_10170|m.12557 adi_EST_assem_10170|g.12557  ,adig121,M , 5, -, -, -,  N,-,141,-,-
adi_EST_assem_10171|m.12558 adi_EST_assem_10171|g.12558  ,adig122,_ , 1, -, -, -,  N,-,488,-,-
adi_EST_assem_10172|m.12559 adi_EST_assem_10172|g.12559  ,adig123,_ , 1, -, -, -,  N,-,564,-,-
adi_EST_assem_10173|m.12561 adi_EST_assem_10173|g.12561  ,adig124,_ , 2, -, -, -,  N,-,108,-,-
adi_EST_assem_10174|m.12562 adi_EST_assem_10174|g.12562  ,adig125,_ , 2, -, -, -,  N,-,402,-,-
adi_EST_assem_10175|m.12563 adi_EST_assem_10175|g.12563  ,adig126,_ , 2, -, -, -,  N,-,108,-,-
adi_EST_assem_10177|m.12564 adi_EST_assem_10177|g.12564  ,adig127,_ , 2, -, -, -,  N,-,368,-,-
adi_EST_assem_10178|m.12565 adi_EST_assem_10178|g.12565  ,adig128,_ , 1, -, -, -,  N,-,241,-,-
adi_EST_assem_10179|m.12567 adi_EST_assem_10179|g.12567  ,adig129,_ , 1, -, -, -,  N,-,373,-,-
adi_EST_assem_10179|m.12566 adi_EST_assem_10179|g.12566  ,adig130,M , 5, -, -, -,  N,-,521,-,-
adi_EST_assem_1018|m.1603 adi_EST_assem_1018|g.1603  ,adig131,S , 2, -, -, -,  N,-,967,-,-
adi_EST_assem_10181|m.12568 adi_EST_assem_10181|g.12568  ,adig132,_ , 4, -, -, -,  N,-,387,-,-
adi_EST_assem_10187|m.12570 adi_EST_assem_10187|g.12570  ,adig133,_ , 2, -, -, -,  N,-,472,-,-
adi_EST_assem_10188|m.12571 adi_EST_assem_10188|g.12571  ,adig134,_ , 2, -, -, -,  N,-,172,-,-
adi_EST_assem_10189|m.12572 adi_EST_assem_10189|g.12572  ,adig135,_ , 1, -, -, -,  N,-,166,-,-
adi_EST_assem_1019|m.1607 adi_EST_assem_1019|g.1607  ,adig136,_ , 5, -, -, -,  N,-,440,-,-
adi_EST_assem_10192|m.12574 adi_EST_assem_10192|g.12574  ,adig137,S , 2, -, -, -,  N,-,996,-,-
adi_EST_assem_10195|m.12576 adi_EST_assem_10195|g.12576  ,adig138,_ , 2, -, -, -,  N,-,138,-,-
adi_EST_assem_10197|m.12577 adi_EST_assem_10197|g.12577  ,adig139,_ , 1, -, -, -,  N,-,319,-,-
adi_EST_assem_10198|m.12578 adi_EST_assem_10198|g.12578  ,adig140,S , 3, -, -, -,  N,-,512,-,-
adi_EST_assem_10199|m.12581 adi_EST_assem_10199|g.12581  ,adig141,_ , 1, -, -, -,  N,-,313,-,-
adi_EST_assem_102|m.174 adi_EST_assem_102|g.174  ,adig142,_ , 3, -, -, -,  N,-,270,-,-
adi_EST_assem_1020|m.1609 adi_EST_assem_1020|g.1609  ,adig143,_ , 2, -, -, -,  N,-,225,-,-
adi_EST_assem_10201|m.12582 adi_EST_assem_10201|g.12582  ,adig144,_ , 3, hsap14, mmus293, -,  Y,CLIC4,236,Clic4,-
adi_EST_assem_10202|m.12583 adi_EST_assem_10202|g.12583  ,adig145,_ , 1, -, -, -,  N,-,180,-,-
adi_EST_assem_10203|m.12584 adi_EST_assem_10203|g.12584  ,adig146,_ , 2, -, -, -,  N,-,134,-,-
adi_EST_assem_10204|m.12585 adi_EST_assem_10204|g.12585  ,adig147,_ , 2, -, -, -,  N,-,786,-,-
adi_EST_assem_10207|m.12588 adi_EST_assem_10207|g.12588  ,adig148,_ , 1, -, -, -,  N,-,286,-,-
adi_EST_assem_1021|m.1610 adi_EST_assem_1021|g.1610  ,adig149,_ , 1, -, -, -,  N,-,147,-,-
adi_EST_assem_10210|m.12590 adi_EST_assem_10210|g.12590  ,adig150,_ , 1, -, -, -,  N,-,483,-,-
adi_EST_assem_10213|m.12591 adi_EST_assem_10213|g.12591  ,adig151,_ , 2, -, -, -,  N,-,281,-,-
adi_EST_assem_10213|m.12592 adi_EST_assem_10213|g.12592  ,adig152,_ , 3, -, -, -,  N,-,130,-,-
adi_EST_assem_10216|m.12594 adi_EST_assem_10216|g.12594  ,adig153,_ , 2, hsap1989, mmus1077, scer730,  Y,SLC25A10,303,Slc25a10,DIC1
adi_EST_assem_10217|m.12595 adi_EST_assem_10217|g.12595  ,adig154,S , 1, -, -, -,  N,-,336,-,-
adi_EST_assem_10218|m.12596 adi_EST_assem_10218|g.12596  ,adig155,_ , 3, -, -, -,  N,-,240,-,-
adi_EST_assem_1022|m.1611 adi_EST_assem_1022|g.1611  ,adig156,_ , 2, -, -, -,  N,-,286,-,-
adi_EST_assem_10220|m.12597 adi_EST_assem_10220|g.12597  ,adig157,S , 4, -, -, -,  N,-,105,-,-
adi_EST_assem_10221|m.12598 adi_EST_assem_10221|g.12598  ,adig158,_ , 4, -, -, -,  N,-,268,-,-
adi_EST_assem_10224|m.12599 adi_EST_assem_10224|g.12599  ,adig159,M , 4, hsap897, mmus474, -,  Y,WBSCR16,388,Wbscr16,-
adi_EST_assem_10227|m.12600 adi_EST_assem_10227|g.12600  ,adig160,S , 1, -, -, -,  N,-,496,-,-
adi_EST_assem_1023|m.1612 adi_EST_assem_1023|g.1612  ,adig161,_ , 1, -, -, -,  N,-,316,-,-
adi_EST_assem_10232|m.12602 adi_EST_assem_10232|g.12602  ,adig162,_ , 5, -, -, -,  N,-,283,-,-
adi_EST_assem_10233|m.12603 adi_EST_assem_10233|g.12603  ,adig163,S , 1, -, -, -,  N,-,861,-,-
adi_EST_assem_10234|m.12606 adi_EST_assem_10234|g.12606  ,adig164,S , 2, -, -, -,  N,-,175,-,-
adi_EST_assem_1024|m.1613 adi_EST_assem_1024|g.1613  ,adig165,_ , 1, -, -, -,  N,-,1130,-,-
adi_EST_assem_10241|m.12608 adi_EST_assem_10241|g.12608  ,adig166,_ , 1, -, -, -,  N,-,456,-,-
adi_EST_assem_10242|m.12609 adi_EST_assem_10242|g.12609  ,adig167,_ , 1, -, -, -,  N,-,566,-,-
adi_EST_assem_10244|m.12610 adi_EST_assem_10244|g.12610  ,adig168,_ , 1, -, -, -,  N,-,1628,-,-
adi_EST_assem_10245|m.12613 adi_EST_assem_10245|g.12613  ,adig169,_ , 2, -, -, -,  N,-,431,-,-
adi_EST_assem_10246|m.12614 adi_EST_assem_10246|g.12614  ,adig170,_ , 1, -, -, -,  N,-,263,-,-
adi_EST_assem_10247|m.12615 adi_EST_assem_10247|g.12615  ,adig171,_ , 2, -, -, -,  N,-,109,-,-
adi_EST_assem_10248|m.12616 adi_EST_assem_10248|g.12616  ,adig172,_ , 2, -, -, -,  N,-,125,-,-
adi_EST_assem_10249|m.12617 adi_EST_assem_10249|g.12617  ,adig173,S , 1, -, -, -,  N,-,206,-,-
adi_EST_assem_1025|m.1614 adi_EST_assem_1025|g.1614  ,adig174,_ , 3, -, -, -,  N,-,123,-,-
adi_EST_assem_10250|m.12618 adi_EST_assem_10250|g.12618  ,adig175,_ , 2, -, -, -,  N,-,165,-,-
adi_EST_assem_10251|m.12619 adi_EST_assem_10251|g.12619  ,adig176,_ , 1, -, -, -,  N,-,231,-,-
adi_EST_assem_10252|m.12620 adi_EST_assem_10252|g.12620  ,adig177,_ , 1, -, -, -,  N,-,286,-,-
adi_EST_assem_10253|m.12621 adi_EST_assem_10253|g.12621  ,adig178,_ , 1, -, -, -,  N,-,413,-,-
adi_EST_assem_10255|m.12623 adi_EST_assem_10255|g.12623  ,adig179,_ , 1, -, -, -,  N,-,193,-,-
adi_EST_assem_10256|m.12624 adi_EST_assem_10256|g.12624  ,adig180,_ , 2, -, -, -,  N,-,142,-,-
adi_EST_assem_1026|m.1615 adi_EST_assem_1026|g.1615  ,adig181,_ , 1, -, -, -,  N,-,309,-,-
adi_EST_assem_10261|m.12625 adi_EST_assem_10261|g.12625  ,adig182,S , 4, -, -, -,  N,-,193,-,-
adi_EST_assem_10262|m.12626 adi_EST_assem_10262|g.12626  ,adig183,_ , 3, -, -, -,  N,-,372,-,-
adi_EST_assem_10264|m.12627 adi_EST_assem_10264|g.12627  ,adig184,_ , 2, -, -, -,  N,-,654,-,-
adi_EST_assem_10266|m.12628 adi_EST_assem_10266|g.12628  ,adig185,_ , 2, -, -, -,  N,-,117,-,-
adi_EST_assem_10267|m.12629 adi_EST_assem_10267|g.12629  ,adig186,_ , 3, -, -, -,  N,-,287,-,-
adi_EST_assem_10268|m.12630 adi_EST_assem_10268|g.12630  ,adig187,_ , 5, -, -, -,  N,-,350,-,-
adi_EST_assem_10269|m.12631 adi_EST_assem_10269|g.12631  ,adig188,_ , 2, -, -, -,  N,-,119,-,-
adi_EST_assem_1027|m.1616 adi_EST_assem_1027|g.1616  ,adig189,_ , 1, -, -, -,  N,-,1370,-,-
adi_EST_assem_10270|m.12632 adi_EST_assem_10270|g.12632  ,adig190,S , 1, -, -, -,  N,-,162,-,-
adi_EST_assem_10272|m.12634 adi_EST_assem_10272|g.12634  ,adig191,_ , 1, -, -, -,  N,-,247,-,-
adi_EST_assem_10274|m.12636 adi_EST_assem_10274|g.12636  ,adig192,S , 1, -, -, -,  N,-,381,-,-
adi_EST_assem_10276|m.12638 adi_EST_assem_10276|g.12638  ,adig193,M , 3, -, -, -,  Y,-,556,-,-
adi_EST_assem_10277|m.12640 adi_EST_assem_10277|g.12640  ,adig194,_ , 1, -, -, -,  N,-,141,-,-
adi_EST_assem_10278|m.12641 adi_EST_assem_10278|g.12641  ,adig195,_ , 3, -, -, -,  N,-,292,-,-
adi_EST_assem_10279|m.12642 adi_EST_assem_10279|g.12642  ,adig196,_ , 2, -, -, -,  N,-,371,-,-
adi_EST_assem_1028|m.1619 adi_EST_assem_1028|g.1619  ,adig197,_ , 1, -, -, -,  N,-,271,-,-
adi_EST_assem_10281|m.12644 adi_EST_assem_10281|g.12644  ,adig198,M , 4, -, -, -,  N,-,333,-,-
adi_EST_assem_10282|m.12645 adi_EST_assem_10282|g.12645  ,adig199,S , 4, -, -, -,  N,-,278,-,-
adi_EST_assem_10283|m.12646 adi_EST_assem_10283|g.12646  ,adig200,_ , 2, -, -, -,  N,-,303,-,-
adi_EST_assem_10285|m.12647 adi_EST_assem_10285|g.12647  ,adig201,_ , 2, -, -, -,  N,-,216,-,-
adi_EST_assem_10286|m.12649 adi_EST_assem_10286|g.12649  ,adig202,M , 5, -, -, -,  N,-,469,-,-
adi_EST_assem_10288|m.12650 adi_EST_assem_10288|g.12650  ,adig203,S , 1, -, -, -,  N,-,412,-,-
adi_EST_assem_1029|m.1620 adi_EST_assem_1029|g.1620  ,adig204,M , 5, -, -, -,  N,-,407,-,-
adi_EST_assem_10290|m.12652 adi_EST_assem_10290|g.12652  ,adig205,_ , 2, -, -, -,  N,-,307,-,-
adi_EST_assem_10292|m.12653 adi_EST_assem_10292|g.12653  ,adig206,_ , 2, hsap1978, mmus1062, scer594,  Y,ATP5H,153,Atp5h,ATP7
adi_EST_assem_10293|m.12654 adi_EST_assem_10293|g.12654  ,adig207,_ , 5, -, -, -,  N,-,225,-,-
adi_EST_assem_10294|m.12655 adi_EST_assem_10294|g.12655  ,adig208,_ , 2, -, -, -,  N,-,407,-,-
adi_EST_assem_10295|m.12656 adi_EST_assem_10295|g.12656  ,adig209,_ , 1, -, -, -,  N,-,339,-,-
adi_EST_assem_10296|m.12657 adi_EST_assem_10296|g.12657  ,adig210,_ , 2, -, -, -,  N,-,1144,-,-
adi_EST_assem_10298|m.12658 adi_EST_assem_10298|g.12658  ,adig211,S , 3, -, -, -,  N,-,341,-,-
adi_EST_assem_10299|m.12659 adi_EST_assem_10299|g.12659  ,adig212,_ , 1, -, -, -,  N,-,538,-,-
adi_EST_assem_1030|m.1621 adi_EST_assem_1030|g.1621  ,adig213,M , 4, -, -, -,  N,-,1099,-,-
adi_EST_assem_1030|m.1622 adi_EST_assem_1030|g.1622  ,adig214,S , 3, -, -, -,  N,-,109,-,-
adi_EST_assem_10300|m.12661 adi_EST_assem_10300|g.12661  ,adig215,_ , 5, hsap1617, -, -,  Y,PSMA6,256,-,-
adi_EST_assem_10302|m.12662 adi_EST_assem_10302|g.12662  ,adig216,S , 4, -, -, -,  N,-,669,-,-
adi_EST_assem_10303|m.12663 adi_EST_assem_10303|g.12663  ,adig217,S , 5, -, -, -,  N,-,370,-,-
adi_EST_assem_10304|m.12664 adi_EST_assem_10304|g.12664  ,adig218,M , 1, -, -, -,  Y,-,325,-,-
adi_EST_assem_10306|m.12665 adi_EST_assem_10306|g.12665  ,adig219,_ , 2, -, -, -,  N,-,155,-,-
adi_EST_assem_10307|m.12666 adi_EST_assem_10307|g.12666  ,adig220,_ , 1, -, -, -,  N,-,111,-,-
