transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
augustus_masked-XT_scaffold10055-processed-gene-0.0-mRNA-1|m.5191,xtes19,_ , 2, -, -, -,  N,-,464,-,-
augustus_masked-XT_scaffold100573-processed-gene-0.0-mRNA-1|m.20540,xtes20,_ , 3, -, -, -,  N,-,350,-,-
augustus_masked-XT_scaffold100585-processed-gene-0.0-mRNA-1|m.279,xtes21,_ , 2, -, -, -,  N,-,385,-,-
augustus_masked-XT_scaffold100750-processed-gene-0.0-mRNA-1|m.16649,xtes22,_ , 3, -, -, -,  N,-,465,-,-
augustus_masked-XT_scaffold100770-processed-gene-0.0-mRNA-1|m.23491,xtes23,_ , 4, -, -, -,  N,-,320,-,-
augustus_masked-XT_scaffold100770-processed-gene-0.0-mRNA-1|m.23490,xtes24,M , 3, -, -, -,  N,-,320,-,-
augustus_masked-XT_scaffold100802-processed-gene-0.0-mRNA-1|m.3758,xtes25,_ , 2, -, -, -,  N,-,326,-,-
augustus_masked-XT_scaffold100804-processed-gene-0.0-mRNA-1|m.2382,xtes26,_ , 5, -, -, -,  N,-,448,-,-
augustus_masked-XT_scaffold100804-processed-gene-0.0-mRNA-1|m.2381,xtes27,M , 5, -, -, -,  N,-,681,-,-
augustus_masked-XT_scaffold100804-processed-gene-0.0-mRNA-1|m.2383,xtes28,M , 2, -, -, -,  Y,-,302,-,-
augustus_masked-XT_scaffold100826-processed-gene-0.1-mRNA-1|m.5425,xtes29,_ , 3, -, -, -,  N,-,470,-,-
augustus_masked-XT_scaffold100826-processed-gene-0.1-mRNA-1|m.5423,xtes30,S , 1, -, -, -,  N,-,471,-,-
augustus_masked-XT_scaffold100826-processed-gene-0.1-mRNA-1|m.5424,xtes31,_ , 2, -, -, -,  N,-,471,-,-
augustus_masked-XT_scaffold100851-processed-gene-0.1-mRNA-1|m.6788,xtes32,_ , 3, -, -, -,  N,-,262,-,-
augustus_masked-XT_scaffold100857-processed-gene-0.1-mRNA-1|m.25002,xtes33,M , 1, -, -, -,  Y,-,157,-,-
augustus_masked-XT_scaffold100937-processed-gene-0.0-mRNA-1|m.11476,xtes34,_ , 1, -, -, -,  N,-,158,-,-
augustus_masked-XT_scaffold100951-processed-gene-0.1-mRNA-1|m.32526,xtes35,M , 5, -, -, -,  N,-,221,-,-
augustus_masked-XT_scaffold100970-processed-gene-0.0-mRNA-1|m.7716,xtes36,S , 5, -, -, -,  N,-,302,-,-
augustus_masked-XT_scaffold100970-processed-gene-0.0-mRNA-1|m.7715,xtes37,_ , 3, -, -, -,  N,-,368,-,-
augustus_masked-XT_scaffold101019-processed-gene-0.0-mRNA-1|m.34547,xtes38,_ , 2, -, -, -,  N,-,195,-,-
augustus_masked-XT_scaffold10102-processed-gene-0.0-mRNA-1|m.31370,xtes39,_ , 3, -, -, -,  N,-,135,-,-
augustus_masked-XT_scaffold101094-processed-gene-0.0-mRNA-1|m.34935,xtes40,_ , 5, -, -, -,  N,-,138,-,-
augustus_masked-XT_scaffold101094-processed-gene-0.1-mRNA-1|m.34938,xtes41,_ , 1, -, -, -,  N,-,114,-,-
augustus_masked-XT_scaffold101098-processed-gene-0.1-mRNA-1|m.14838,xtes42,M , 4, -, -, -,  N,-,355,-,-
augustus_masked-XT_scaffold101098-processed-gene-0.1-mRNA-1|m.14837,xtes43,_ , 5, -, -, -,  N,-,356,-,-
augustus_masked-XT_scaffold101207-processed-gene-0.0-mRNA-1|m.29850,xtes44,_ , 4, -, -, -,  N,-,996,-,-
augustus_masked-XT_scaffold101207-processed-gene-0.0-mRNA-1|m.29851,xtes45,M , 5, -, -, -,  N,-,439,-,-
augustus_masked-XT_scaffold101362-processed-gene-0.0-mRNA-1|m.30829,xtes46,_ , 1, -, -, -,  N,-,230,-,-
augustus_masked-XT_scaffold101396-processed-gene-0.2-mRNA-1|m.25164,xtes47,S , 2, -, -, -,  N,-,172,-,-
augustus_masked-XT_scaffold101398-processed-gene-0.1-mRNA-1|m.31527,xtes48,_ , 1, -, -, -,  N,-,315,-,-
augustus_masked-XT_scaffold1014-processed-gene-0.10-mRNA-1|m.21411,xtes49,_ , 4, -, -, -,  N,-,312,-,-
augustus_masked-XT_scaffold1014-processed-gene-0.13-mRNA-1|m.21413,xtes50,_ , 3, -, -, -,  N,-,409,-,-
augustus_masked-XT_scaffold101516-processed-gene-0.0-mRNA-1|m.14740,xtes51,M , 2, -, -, -,  Y,-,321,-,-
augustus_masked-XT_scaffold101533-processed-gene-0.1-mRNA-1|m.26758,xtes52,_ , 2, -, -, -,  N,-,511,-,-
augustus_masked-XT_scaffold101533-processed-gene-0.2-mRNA-1|m.26755,xtes53,M , 3, -, -, -,  N,-,309,-,-
augustus_masked-XT_scaffold101567-processed-gene-0.0-mRNA-1|m.33774,xtes54,M , 3, -, -, -,  Y,-,410,-,-
augustus_masked-XT_scaffold101567-processed-gene-0.0-mRNA-1|m.33773,xtes55,_ , 2, -, -, -,  N,-,454,-,-
augustus_masked-XT_scaffold101568-processed-gene-0.0-mRNA-1|m.25842,xtes56,_ , 2, -, -, -,  N,-,417,-,-
augustus_masked-XT_scaffold101573-processed-gene-0.0-mRNA-1|m.10311,xtes57,_ , 2, -, -, -,  N,-,221,-,-
augustus_masked-XT_scaffold101582-processed-gene-0.0-mRNA-1|m.31315,xtes58,_ , 4, -, -, -,  N,-,250,-,-
augustus_masked-XT_scaffold101598-processed-gene-0.4-mRNA-1|m.28195,xtes59,_ , 5, -, -, -,  N,-,426,-,-
augustus_masked-XT_scaffold101614-processed-gene-0.0-mRNA-1|m.22934,xtes60,_ , 3, -, -, -,  N,-,119,-,-
augustus_masked-XT_scaffold101614-processed-gene-0.0-mRNA-1|m.22933,xtes61,_ , 2, -, -, -,  N,-,366,-,-
augustus_masked-XT_scaffold10172-processed-gene-0.3-mRNA-1|m.35541,xtes62,_ , 1, -, -, -,  N,-,125,-,-
augustus_masked-XT_scaffold10184-processed-gene-0.0-mRNA-1|m.30836,xtes63,_ , 5, -, -, -,  N,-,207,-,-
augustus_masked-XT_scaffold101882-processed-gene-0.0-mRNA-1|m.23233,xtes64,M , 2, -, -, -,  N,-,130,-,-
augustus_masked-XT_scaffold10189-processed-gene-0.0-mRNA-1|m.20874,xtes65,_ , 1, -, -, -,  N,-,275,-,-
augustus_masked-XT_scaffold101891-processed-gene-0.2-mRNA-1|m.4712,xtes66,_ , 2, -, -, -,  N,-,387,-,-
augustus_masked-XT_scaffold10191-processed-gene-0.0-mRNA-1|m.3886,xtes67,_ , 2, -, -, -,  N,-,321,-,-
augustus_masked-XT_scaffold101946-processed-gene-0.1-mRNA-1|m.2182,xtes68,_ , 1, -, -, -,  N,-,277,-,-
augustus_masked-XT_scaffold102004-processed-gene-0.0-mRNA-1|m.17748,xtes69,M , 3, -, -, -,  Y,-,119,-,-
augustus_masked-XT_scaffold102086-processed-gene-0.0-mRNA-1|m.29845,xtes70,_ , 5, -, -, -,  N,-,283,-,-
augustus_masked-XT_scaffold10210-processed-gene-0.1-mRNA-1|m.29379,xtes71,_ , 1, -, -, -,  N,-,273,-,-
augustus_masked-XT_scaffold102111-processed-gene-0.0-mRNA-1|m.414,xtes72,_ , 5, -, -, -,  N,-,281,-,-
augustus_masked-XT_scaffold102242-processed-gene-0.0-mRNA-1|m.35357,xtes73,_ , 1, -, -, -,  N,-,214,-,-
augustus_masked-XT_scaffold102242-processed-gene-0.0-mRNA-1|m.35356,xtes74,_ , 1, -, -, -,  N,-,336,-,-
augustus_masked-XT_scaffold10226-processed-gene-0.0-mRNA-1|m.34579,xtes75,_ , 2, -, -, -,  N,-,274,-,-
augustus_masked-XT_scaffold10232-processed-gene-0.0-mRNA-1|m.31368,xtes76,M , 5, -, -, -,  N,-,324,-,-
augustus_masked-XT_scaffold102340-processed-gene-0.0-mRNA-1|m.16333,xtes77,_ , 1, -, -, -,  N,-,205,-,-
augustus_masked-XT_scaffold102420-processed-gene-0.2-mRNA-1|m.24802,xtes78,_ , 2, -, -, -,  N,-,100,-,-
augustus_masked-XT_scaffold102420-processed-gene-0.3-mRNA-1|m.24805,xtes79,S , 5, -, -, -,  N,-,350,-,-
augustus_masked-XT_scaffold102420-processed-gene-0.3-mRNA-1|m.24804,xtes80,M , 5, -, -, -,  N,-,350,-,-
augustus_masked-XT_scaffold102578-processed-gene-0.1-mRNA-1|m.9179,xtes81,_ , 3, -, -, -,  N,-,254,-,-
augustus_masked-XT_scaffold1028-processed-gene-0.4-mRNA-1|m.4602,xtes82,_ , 1, -, -, -,  N,-,981,-,-
augustus_masked-XT_scaffold102811-processed-gene-0.2-mRNA-1|m.27521,xtes83,M , 5, -, -, -,  N,-,375,-,-
augustus_masked-XT_scaffold102811-processed-gene-0.2-mRNA-1|m.27520,xtes84,_ , 3, -, -, -,  N,-,376,-,-
augustus_masked-XT_scaffold102845-processed-gene-0.0-mRNA-1|m.20998,xtes85,_ , 1, -, -, -,  N,-,160,-,-
augustus_masked-XT_scaffold102848-processed-gene-0.0-mRNA-1|m.25788,xtes86,_ , 4, -, -, -,  N,-,272,-,-
augustus_masked-XT_scaffold102848-processed-gene-0.0-mRNA-1|m.25790,xtes87,M , 4, -, -, -,  N,-,153,-,-
augustus_masked-XT_scaffold102864-processed-gene-0.1-mRNA-1|m.10721,xtes88,M , 5, -, -, -,  N,-,297,-,-
augustus_masked-XT_scaffold1029-processed-gene-0.0-mRNA-1|m.11416,xtes89,_ , 2, -, -, -,  N,-,372,-,-
augustus_masked-XT_scaffold102947-processed-gene-0.4-mRNA-1|m.28511,xtes90,S , 1, hsap1992, mmus1078, -,  Y,P4HB,616,P4hb,-
augustus_masked-XT_scaffold10295-processed-gene-0.0-mRNA-1|m.12442,xtes91,_ , 5, -, -, -,  N,-,555,-,-
augustus_masked-XT_scaffold10298-processed-gene-0.4-mRNA-1|m.31928,xtes92,S , 2, -, -, -,  N,-,487,-,-
augustus_masked-XT_scaffold102982-processed-gene-0.0-mRNA-1|m.10318,xtes93,_ , 2, -, -, -,  N,-,259,-,-
augustus_masked-XT_scaffold103060-processed-gene-0.0-mRNA-1|m.12660,xtes94,_ , 2, -, -, -,  N,-,150,-,-
augustus_masked-XT_scaffold103068-processed-gene-0.1-mRNA-1|m.5467,xtes95,M , 4, -, -, -,  N,-,119,-,-
augustus_masked-XT_scaffold103084-processed-gene-0.4-mRNA-1|m.11826,xtes96,_ , 2, -, -, -,  N,-,236,-,-
augustus_masked-XT_scaffold103088-processed-gene-0.0-mRNA-1|m.29713,xtes97,_ , 2, -, -, -,  N,-,353,-,-
augustus_masked-XT_scaffold103101-processed-gene-0.8-mRNA-1|m.20725,xtes98,_ , 3, -, -, -,  N,-,360,-,-
augustus_masked-XT_scaffold103200-processed-gene-0.1-mRNA-1|m.32,xtes99,_ , 3, -, -, -,  N,-,135,-,-
augustus_masked-XT_scaffold103303-processed-gene-0.0-mRNA-1|m.16353,xtes100,_ , 2, -, -, -,  N,-,309,-,-
augustus_masked-XT_scaffold103392-processed-gene-0.0-mRNA-1|m.18208,xtes101,_ , 2, -, -, -,  N,-,396,-,-
augustus_masked-XT_scaffold103400-processed-gene-0.0-mRNA-1|m.17548,xtes102,_ , 3, -, -, -,  N,-,321,-,-
augustus_masked-XT_scaffold103563-processed-gene-0.0-mRNA-1|m.15762,xtes103,_ , 3, -, -, -,  N,-,224,-,-
augustus_masked-XT_scaffold103584-processed-gene-0.0-mRNA-1|m.14019,xtes104,M , 4, -, -, -,  N,-,171,-,-
augustus_masked-XT_scaffold103584-processed-gene-0.0-mRNA-1|m.14018,xtes105,M , 4, -, -, -,  N,-,366,-,-
augustus_masked-XT_scaffold103607-processed-gene-0.0-mRNA-1|m.38097,xtes106,_ , 2, -, -, -,  N,-,291,-,-
augustus_masked-XT_scaffold103636-processed-gene-0.0-mRNA-1|m.28550,xtes107,_ , 1, -, -, -,  N,-,348,-,-
augustus_masked-XT_scaffold103636-processed-gene-0.0-mRNA-1|m.28549,xtes108,_ , 1, -, -, -,  N,-,604,-,-
augustus_masked-XT_scaffold10366-processed-gene-0.0-mRNA-1|m.2859,xtes109,_ , 4, -, -, -,  N,-,411,-,-
augustus_masked-XT_scaffold10366-processed-gene-0.0-mRNA-1|m.2858,xtes110,_ , 3, -, mmus370, scer450,  Y,-,516,Aldh4a1,PUT2
augustus_masked-XT_scaffold103708-processed-gene-0.0-mRNA-1|m.16349,xtes111,_ , 1, -, -, -,  N,-,178,-,-
augustus_masked-XT_scaffold103708-processed-gene-0.1-mRNA-1|m.16347,xtes112,S , 1, hsap728, mmus1444, -,  Y,KIAA0141,316,0610009O20Rik,-
augustus_masked-XT_scaffold103708-processed-gene-0.1-mRNA-1|m.16348,xtes113,_ , 5, -, -, -,  N,-,133,-,-
augustus_masked-XT_scaffold103744-processed-gene-0.0-mRNA-1|m.6222,xtes114,S , 1, -, -, -,  N,-,373,-,-
augustus_masked-XT_scaffold103750-processed-gene-0.1-mRNA-1|m.15339,xtes115,_ , 1, -, -, -,  N,-,244,-,-
augustus_masked-XT_scaffold103791-processed-gene-0.0-mRNA-1|m.30413,xtes116,S , 1, -, -, -,  N,-,141,-,-
augustus_masked-XT_scaffold103827-processed-gene-0.1-mRNA-1|m.25968,xtes117,_ , 2, -, -, -,  N,-,453,-,-
augustus_masked-XT_scaffold103926-processed-gene-0.0-mRNA-1|m.2324,xtes118,_ , 3, -, -, -,  N,-,406,-,-
augustus_masked-XT_scaffold1040-processed-gene-0.1-mRNA-1|m.3663,xtes119,_ , 3, -, -, -,  N,-,326,-,-
augustus_masked-XT_scaffold104048-processed-gene-0.0-mRNA-1|m.24950,xtes120,_ , 4, -, -, -,  N,-,198,-,-
augustus_masked-XT_scaffold10412-processed-gene-0.2-mRNA-1|m.18565,xtes121,_ , 1, -, -, -,  N,-,376,-,-
augustus_masked-XT_scaffold10425-processed-gene-0.0-mRNA-1|m.4833,xtes122,_ , 4, -, -, -,  N,-,193,-,-
augustus_masked-XT_scaffold104251-processed-gene-0.0-mRNA-1|m.22650,xtes123,_ , 1, -, -, -,  N,-,330,-,-
augustus_masked-XT_scaffold104254-processed-gene-0.0-mRNA-1|m.1689,xtes124,_ , 3, -, -, -,  N,-,279,-,-
augustus_masked-XT_scaffold104290-processed-gene-0.0-mRNA-1|m.18249,xtes125,_ , 1, -, -, -,  N,-,156,-,-
augustus_masked-XT_scaffold10437-processed-gene-0.1-mRNA-1|m.34877,xtes126,_ , 3, -, -, -,  N,-,141,-,-
augustus_masked-XT_scaffold10437-processed-gene-0.1-mRNA-1|m.34874,xtes127,M , 5, -, -, -,  N,-,656,-,-
augustus_masked-XT_scaffold104391-processed-gene-0.1-mRNA-1|m.9214,xtes128,_ , 2, -, -, -,  N,-,255,-,-
augustus_masked-XT_scaffold1044-processed-gene-0.2-mRNA-1|m.33810,xtes129,S , 2, -, -, -,  N,-,329,-,-
augustus_masked-XT_scaffold104414-processed-gene-0.0-mRNA-1|m.36733,xtes130,_ , 5, -, -, -,  N,-,301,-,-
augustus_masked-XT_scaffold104417-processed-gene-0.0-mRNA-1|m.15611,xtes131,M , 5, -, -, -,  N,-,290,-,-
augustus_masked-XT_scaffold10449-processed-gene-0.0-mRNA-1|m.5685,xtes132,_ , 1, -, -, -,  N,-,161,-,-
augustus_masked-XT_scaffold104574-processed-gene-0.0-mRNA-1|m.18946,xtes133,_ , 2, -, -, -,  N,-,341,-,-
augustus_masked-XT_scaffold104709-processed-gene-0.2-mRNA-1|m.32063,xtes134,_ , 2, -, -, -,  N,-,303,-,-
augustus_masked-XT_scaffold104743-processed-gene-0.0-mRNA-1|m.25230,xtes135,_ , 2, -, -, -,  N,-,182,-,-
augustus_masked-XT_scaffold104743-processed-gene-0.0-mRNA-1|m.25229,xtes136,_ , 5, -, -, -,  N,-,306,-,-
augustus_masked-XT_scaffold10475-processed-gene-0.0-mRNA-1|m.21627,xtes137,_ , 3, -, -, -,  N,-,218,-,-
augustus_masked-XT_scaffold104786-processed-gene-0.0-mRNA-1|m.26591,xtes138,_ , 4, -, -, -,  N,-,175,-,-
augustus_masked-XT_scaffold104818-processed-gene-0.2-mRNA-1|m.28988,xtes139,M , 4, -, -, -,  N,-,313,-,-
augustus_masked-XT_scaffold10485-processed-gene-0.4-mRNA-1|m.308,xtes140,_ , 2, -, -, -,  N,-,277,-,-
augustus_masked-XT_scaffold104854-processed-gene-0.0-mRNA-1|m.34416,xtes141,_ , 2, -, -, -,  N,-,414,-,-
augustus_masked-XT_scaffold104854-processed-gene-0.0-mRNA-1|m.34417,xtes142,_ , 1, -, -, -,  N,-,341,-,-
augustus_masked-XT_scaffold104882-processed-gene-0.0-mRNA-1|m.24849,xtes143,_ , 2, -, -, -,  N,-,177,-,-
augustus_masked-XT_scaffold104882-processed-gene-0.1-mRNA-1|m.24846,xtes144,_ , 2, -, -, -,  N,-,152,-,-
augustus_masked-XT_scaffold104900-processed-gene-0.0-mRNA-1|m.32501,xtes145,_ , 1, -, -, -,  N,-,339,-,-
augustus_masked-XT_scaffold105065-processed-gene-0.1-mRNA-1|m.27765,xtes146,_ , 4, -, -, -,  N,-,275,-,-
augustus_masked-XT_scaffold105075-processed-gene-0.0-mRNA-1|m.30881,xtes147,_ , 4, -, -, -,  N,-,259,-,-
augustus_masked-XT_scaffold105110-processed-gene-0.0-mRNA-1|m.23272,xtes148,_ , 3, -, -, -,  N,-,450,-,-
augustus_masked-XT_scaffold10520-processed-gene-0.0-mRNA-1|m.28843,xtes149,_ , 5, -, -, -,  N,-,190,-,-
augustus_masked-XT_scaffold105219-processed-gene-0.0-mRNA-1|m.16937,xtes150,_ , 2, -, -, -,  N,-,144,-,-
augustus_masked-XT_scaffold105277-processed-gene-0.0-mRNA-1|m.19169,xtes151,M , 3, -, -, -,  N,-,322,-,-
augustus_masked-XT_scaffold10530-processed-gene-0.0-mRNA-1|m.30417,xtes152,_ , 2, -, -, -,  N,-,703,-,-
augustus_masked-XT_scaffold105391-processed-gene-0.1-mRNA-1|m.23905,xtes153,_ , 2, -, -, -,  N,-,247,-,-
augustus_masked-XT_scaffold105398-processed-gene-0.0-mRNA-1|m.34409,xtes154,_ , 2, -, -, -,  N,-,715,-,-
augustus_masked-XT_scaffold105398-processed-gene-0.0-mRNA-1|m.34410,xtes155,S , 3, -, -, -,  N,-,437,-,-
augustus_masked-XT_scaffold105399-processed-gene-0.0-mRNA-1|m.5415,xtes156,S , 5, -, -, -,  N,-,268,-,-
augustus_masked-XT_scaffold105419-processed-gene-0.0-mRNA-1|m.3016,xtes157,M , 5, -, -, -,  N,-,601,-,-
augustus_masked-XT_scaffold105419-processed-gene-0.0-mRNA-1|m.3017,xtes158,_ , 1, -, -, -,  N,-,330,-,-
augustus_masked-XT_scaffold105419-processed-gene-0.0-mRNA-1|m.3019,xtes159,_ , 2, -, -, -,  N,-,128,-,-
augustus_masked-XT_scaffold105550-processed-gene-0.0-mRNA-1|m.14238,xtes160,_ , 1, -, -, -,  N,-,292,-,-
augustus_masked-XT_scaffold10557-processed-gene-0.0-mRNA-1|m.21961,xtes161,M , 4, -, -, -,  N,-,184,-,-
augustus_masked-XT_scaffold105584-processed-gene-0.1-mRNA-1|m.30331,xtes162,M , 3, -, -, -,  Y,-,352,-,-
augustus_masked-XT_scaffold105584-processed-gene-0.1-mRNA-1|m.30330,xtes163,_ , 5, -, -, -,  N,-,352,-,-
augustus_masked-XT_scaffold105584-processed-gene-0.1-mRNA-1|m.30332,xtes164,M , 2, -, -, -,  Y,-,351,-,-
augustus_masked-XT_scaffold105597-processed-gene-0.0-mRNA-1|m.26287,xtes165,S , 1, -, -, -,  N,-,625,-,-
augustus_masked-XT_scaffold105613-processed-gene-0.0-mRNA-1|m.38004,xtes166,_ , 2, -, -, -,  N,-,344,-,-
augustus_masked-XT_scaffold105638-processed-gene-0.0-mRNA-1|m.12710,xtes167,_ , 2, -, -, -,  N,-,304,-,-
augustus_masked-XT_scaffold105682-processed-gene-0.0-mRNA-1|m.29355,xtes168,_ , 3, -, -, -,  N,-,302,-,-
augustus_masked-XT_scaffold105682-processed-gene-0.0-mRNA-1|m.29356,xtes169,M , 4, -, -, -,  N,-,301,-,-
augustus_masked-XT_scaffold105684-processed-gene-0.0-mRNA-1|m.9083,xtes170,_ , 2, -, -, -,  N,-,398,-,-
augustus_masked-XT_scaffold10572-processed-gene-0.0-mRNA-1|m.15948,xtes171,_ , 3, -, -, -,  N,-,339,-,-
augustus_masked-XT_scaffold105746-processed-gene-0.1-mRNA-1|m.13242,xtes172,_ , 2, -, -, -,  N,-,452,-,-
augustus_masked-XT_scaffold105746-processed-gene-0.1-mRNA-1|m.13241,xtes173,_ , 2, -, -, -,  N,-,452,-,-
augustus_masked-XT_scaffold10575-processed-gene-0.0-mRNA-1|m.5819,xtes174,_ , 2, -, -, -,  N,-,415,-,-
augustus_masked-XT_scaffold105769-processed-gene-0.1-mRNA-1|m.26885,xtes175,_ , 2, -, -, -,  N,-,377,-,-
augustus_masked-XT_scaffold10590-processed-gene-0.0-mRNA-1|m.12812,xtes176,S , 4, -, -, -,  N,-,360,-,-
augustus_masked-XT_scaffold105908-processed-gene-0.0-mRNA-1|m.18019,xtes177,_ , 2, -, -, -,  N,-,233,-,-
augustus_masked-XT_scaffold105909-processed-gene-0.0-mRNA-1|m.33514,xtes178,_ , 2, -, -, -,  N,-,356,-,-
augustus_masked-XT_scaffold10592-processed-gene-0.1-mRNA-1|m.4303,xtes179,_ , 2, -, -, -,  N,-,307,-,-
augustus_masked-XT_scaffold105954-processed-gene-0.1-mRNA-1|m.26863,xtes180,M , 2, -, -, -,  N,-,149,-,-
augustus_masked-XT_scaffold105990-processed-gene-0.1-mRNA-1|m.37552,xtes181,M , 5, -, -, -,  N,-,210,-,-
augustus_masked-XT_scaffold1060-processed-gene-0.1-mRNA-1|m.6344,xtes182,_ , 1, -, -, -,  N,-,385,-,-
augustus_masked-XT_scaffold106002-processed-gene-0.1-mRNA-1|m.13452,xtes183,_ , 2, -, -, -,  N,-,133,-,-
augustus_masked-XT_scaffold10604-processed-gene-0.0-mRNA-1|m.21223,xtes184,_ , 2, -, -, -,  N,-,202,-,-
augustus_masked-XT_scaffold106110-processed-gene-0.1-mRNA-1|m.1179,xtes185,_ , 1, -, -, -,  N,-,280,-,-
augustus_masked-XT_scaffold106122-processed-gene-0.0-mRNA-1|m.3265,xtes186,_ , 4, -, -, -,  N,-,197,-,-
augustus_masked-XT_scaffold106151-processed-gene-0.0-mRNA-1|m.14267,xtes187,_ , 2, -, -, -,  N,-,132,-,-
augustus_masked-XT_scaffold106208-processed-gene-0.0-mRNA-1|m.15585,xtes188,_ , 1, -, -, -,  N,-,290,-,-
augustus_masked-XT_scaffold106240-processed-gene-0.0-mRNA-1|m.7015,xtes189,_ , 1, -, -, -,  N,-,218,-,-
augustus_masked-XT_scaffold106241-processed-gene-0.0-mRNA-1|m.20717,xtes190,S , 3, -, -, -,  N,-,202,-,-
augustus_masked-XT_scaffold10627-processed-gene-0.1-mRNA-1|m.13267,xtes191,_ , 2, -, -, -,  N,-,223,-,-
augustus_masked-XT_scaffold106315-processed-gene-0.1-mRNA-1|m.24190,xtes192,M , 5, -, -, -,  N,-,197,-,-
augustus_masked-XT_scaffold106316-processed-gene-0.0-mRNA-1|m.28412,xtes193,_ , 2, -, -, -,  N,-,175,-,-
augustus_masked-XT_scaffold106348-processed-gene-0.1-mRNA-1|m.37156,xtes194,_ , 4, -, -, -,  N,-,379,-,-
augustus_masked-XT_scaffold106447-processed-gene-0.0-mRNA-1|m.33938,xtes195,_ , 2, -, -, -,  N,-,317,-,-
augustus_masked-XT_scaffold106453-processed-gene-0.2-mRNA-1|m.15252,xtes196,M , 4, -, -, -,  N,-,370,-,-
augustus_masked-XT_scaffold106453-processed-gene-0.2-mRNA-1|m.15251,xtes197,_ , 4, -, -, -,  N,-,492,-,-
augustus_masked-XT_scaffold106501-processed-gene-0.1-mRNA-1|m.29360,xtes198,_ , 2, -, -, -,  N,-,110,-,-
augustus_masked-XT_scaffold106514-processed-gene-0.0-mRNA-1|m.4690,xtes199,_ , 4, -, -, -,  N,-,350,-,-
augustus_masked-XT_scaffold10652-processed-gene-0.0-mRNA-1|m.36318,xtes200,_ , 3, -, -, -,  N,-,339,-,-
augustus_masked-XT_scaffold106587-processed-gene-0.0-mRNA-1|m.29131,xtes201,_ , 2, -, -, -,  N,-,567,-,-
augustus_masked-XT_scaffold106606-processed-gene-0.0-mRNA-1|m.6581,xtes202,_ , 1, -, -, -,  N,-,159,-,-
augustus_masked-XT_scaffold106626-processed-gene-0.1-mRNA-1|m.18588,xtes203,_ , 1, -, -, -,  N,-,113,-,-
augustus_masked-XT_scaffold106709-processed-gene-0.0-mRNA-1|m.3328,xtes204,_ , 2, -, -, -,  N,-,330,-,-
augustus_masked-XT_scaffold10672-processed-gene-0.2-mRNA-1|m.43,xtes205,_ , 3, -, -, -,  N,-,322,-,-
augustus_masked-XT_scaffold106844-processed-gene-0.1-mRNA-1|m.31554,xtes206,_ , 4, -, -, -,  N,-,280,-,-
