transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
c1032_g1_i1_m.188|m.9649,hamb36,M , 3, -, -, -,  Y,-,102,-,-
c10358_g1_i1_m.1645|m.8634,hamb37,_ , 3, -, -, -,  N,-,126,-,-
c10362_g1_i1_m.1646|m.8636,hamb38,_ , 2, -, -, -,  N,-,216,-,-
c10373_g1_i1_m.1648|m.8644,hamb39,_ , 1, -, -, -,  N,-,106,-,-
c10394_g1_i1_m.1649|m.8650,hamb40,S , 2, -, -, -,  N,-,218,-,-
c10395_g1_i1_m.1650|m.8654,hamb41,_ , 1, -, -, -,  N,-,329,-,-
c10398_g1_i1_m.1651|m.8658,hamb42,_ , 2, -, -, -,  N,-,112,-,-
c10404_g1_i1_m.1653|m.8668,hamb43,_ , 2, -, -, -,  N,-,541,-,-
c10427_g1_i1_m.1659|m.8693,hamb44,_ , 1, -, -, -,  N,-,108,-,-
c10443_g1_i1_m.1660|m.8697,hamb45,_ , 1, -, -, -,  N,-,139,-,-
c10446_g1_i1_m.1661|m.8699,hamb46,_ , 2, -, -, -,  N,-,102,-,-
c10455_g1_i1_m.1662|m.8705,hamb47,S , 1, -, -, -,  N,-,248,-,-
c10466_g1_i1_m.1663|m.8709,hamb48,_ , 3, -, -, -,  N,-,158,-,-
c10473_g1_i2|m.4,hamb49,_ , 2, -, -, -,  N,-,313,-,-
c10475_g1_i1_m.1666|m.8720,hamb50,_ , 2, -, -, -,  N,-,116,-,-
c1047_g1_i1_m.191|m.9773,hamb51,_ , 1, -, -, -,  N,-,127,-,-
c10480_g1_i1_m.1667|m.8727,hamb52,_ , 4, -, -, -,  N,-,247,-,-
c10488_g1_i2_m.1668|m.8730,hamb53,_ , 1, -, -, -,  N,-,120,-,-
c1048_g1_i1_m.192|m.9817,hamb54,_ , 3, -, -, -,  N,-,116,-,-
c10506_g1_i1_m.1671|m.8750,hamb55,_ , 1, -, -, -,  N,-,137,-,-
c10515_g1_i1_m.1673|m.8760,hamb56,_ , 2, -, -, -,  N,-,135,-,-
c10518_g1_i1_m.1674|m.8767,hamb57,_ , 2, -, -, -,  N,-,110,-,-
c10538_g1_i1_m.1676|m.8777,hamb58,_ , 2, -, -, -,  N,-,151,-,-
c10545_g1_i1_m.1677|m.8779,hamb59,_ , 1, -, -, -,  N,-,294,-,-
c10562_g1_i1_m.1679|m.8786,hamb60,_ , 5, -, -, -,  N,-,111,-,-
c10580_g1_i1_m.1681|m.8791,hamb61,S , 1, -, -, -,  N,-,178,-,-
c10581_g1_i1_m.1682|m.8795,hamb62,_ , 1, -, -, -,  N,-,210,-,-
c10589_g1_i1_m.1683|m.8802,hamb63,_ , 5, -, -, -,  N,-,101,-,-
c10606_g1_i1_m.1685|m.8813,hamb64,_ , 1, -, -, -,  N,-,150,-,-
c10612_g1_i1_m.1686|m.8818,hamb65,_ , 3, -, -, -,  N,-,111,-,-
c10638_g1_i1_m.1688|m.8829,hamb66,_ , 3, -, -, -,  N,-,302,-,-
c10639_g1_i1_m.1689|m.8832,hamb67,M , 5, -, -, -,  N,-,191,-,-
c10641_g1_i2_m.1691|m.8848,hamb68,_ , 5, -, -, -,  N,-,108,-,-
c1064_g1_i1_m.193|m.9860,hamb69,_ , 4, -, -, -,  N,-,104,-,-
c10656_g1_i1_m.1694|m.8861,hamb70,_ , 2, -, -, -,  N,-,235,-,-
c10663_g1_i1_m.1695|m.8867,hamb71,S , 1, -, -, -,  N,-,311,-,-
c1066_g1_i1_m.194|m.9899,hamb72,_ , 3, -, -, -,  N,-,185,-,-
c10688_g1_i1_m.1698|m.8879,hamb73,_ , 2, -, -, -,  N,-,160,-,-
c10698_g1_i1_m.1700|m.8891,hamb74,_ , 1, -, -, -,  N,-,188,-,-
c10701_g1_i1_m.1701|m.8895,hamb75,S , 1, -, -, -,  N,-,138,-,-
c10704_g1_i2_m.1702|m.8900,hamb76,_ , 1, -, -, -,  N,-,106,-,-
c10710_g1_i1_m.1703|m.8907,hamb77,_ , 1, -, -, -,  N,-,181,-,-
c10714_g1_i1_m.1704|m.8913,hamb78,_ , 2, -, -, -,  N,-,164,-,-
c10731_g1_i1_m.1709|m.8927,hamb79,S , 1, -, -, -,  N,-,124,-,-
c10739_g1_i1_m.1710|m.8931,hamb80,_ , 1, -, -, -,  N,-,115,-,-
c1074_g1_i1_m.195|m.9929,hamb81,_ , 4, -, -, -,  N,-,144,-,-
c10751_g1_i1_m.1712|m.8942,hamb82,_ , 3, -, -, -,  N,-,114,-,-
c10755_g1_i1_m.1713|m.8949,hamb83,_ , 3, -, -, -,  N,-,224,-,-
c10764_g1_i1_m.1715|m.8957,hamb84,M , 5, -, -, -,  N,-,100,-,-
c10769_g1_i2_m.1716|m.8963,hamb85,_ , 1, -, -, -,  N,-,111,-,-
c10771_g1_i1_m.1717|m.8971,hamb86,_ , 2, -, -, -,  N,-,224,-,-
c10772_g1_i1_m.1718|m.8979,hamb87,_ , 3, -, -, -,  N,-,164,-,-
c10784_g1_i1_m.1719|m.8985,hamb88,S , 1, -, -, -,  N,-,127,-,-
c10787_g1_i1_m.1720|m.8989,hamb89,_ , 4, -, -, -,  N,-,138,-,-
c10788_g1_i1_m.1721|m.8998,hamb90,S , 1, -, -, -,  N,-,275,-,-
c10804_g1_i1_m.1723|m.9007,hamb91,M , 2, -, -, -,  Y,-,150,-,-
c10805_g1_i1_m.1724|m.9013,hamb92,_ , 2, -, -, -,  N,-,122,-,-
c10809_g1_i1_m.1725|m.9018,hamb93,_ , 4, -, -, -,  N,-,359,-,-
c10820_g1_i1_m.1726|m.9022,hamb94,M , 4, -, -, -,  N,-,141,-,-
c10825_g1_i1_m.1727|m.9029,hamb95,_ , 2, -, -, -,  N,-,111,-,-
c10840_g1_i1_m.1729|m.9044,hamb96,_ , 2, -, -, -,  N,-,163,-,-
c10849_g1_i1_m.1731|m.9050,hamb97,_ , 2, -, -, -,  N,-,465,-,-
c10895_g1_i1_m.1736|m.9063,hamb98,S , 1, -, -, -,  N,-,177,-,-
c10898_g1_i1_m.1737|m.9070,hamb99,_ , 3, -, -, -,  N,-,238,-,-
c108_g1_i1_m.5|m.20918,hamb100,_ , 1, -, -, -,  N,-,154,-,-
c10905_g1_i1_m.1738|m.9074,hamb101,S , 1, -, -, -,  N,-,184,-,-
c10916_g1_i2_m.1740|m.9085,hamb102,S , 5, -, -, -,  N,-,263,-,-
c10922_g1_i1_m.1741|m.9091,hamb103,_ , 2, -, -, -,  N,-,138,-,-
c10925_g1_i1_m.1742|m.9094,hamb104,_ , 1, -, -, -,  N,-,204,-,-
c10926_g1_i1_m.1743|m.9095,hamb105,_ , 1, -, -, -,  N,-,130,-,-
c10937_g1_i1_m.1744|m.9099,hamb106,M , 1, -, -, -,  Y,-,154,-,-
c10938_g1_i1_m.1745|m.9103,hamb107,_ , 2, -, -, -,  N,-,241,-,-
c10938_g2_i1_m.1747|m.9110,hamb108,_ , 3, -, -, -,  N,-,223,-,-
c10939_g1_i1_m.1748|m.9116,hamb109,M , 4, -, -, -,  N,-,121,-,-
c10942_g1_i1_m.1749|m.9119,hamb110,_ , 2, -, -, -,  N,-,154,-,-
c10951_g1_i1_m.1752|m.9130,hamb111,_ , 1, -, -, -,  N,-,278,-,-
c10957_g1_i1_m.1753|m.9135,hamb112,_ , 2, -, -, -,  N,-,127,-,-
c10958_g1_i1_m.1754|m.9138,hamb113,_ , 2, -, -, -,  N,-,119,-,-
c10968_g1_i1_m.1756|m.9149,hamb114,_ , 1, -, -, -,  N,-,218,-,-
c10976_g1_i1_m.1757|m.9154,hamb115,_ , 3, -, -, -,  N,-,209,-,-
c10977_g1_i1_m.1758|m.9159,hamb116,_ , 1, -, -, -,  N,-,107,-,-
c1097_g1_i1_m.196|m.9984,hamb117,M , 5, -, -, -,  N,-,104,-,-
c10984_g1_i1_m.1759|m.9162,hamb118,S , 3, -, -, -,  N,-,141,-,-
c10989_g1_i1_m.1760|m.9169,hamb119,_ , 4, -, -, -,  N,-,350,-,-
c109_g1_i1_m.6|m.21534,hamb120,_ , 1, -, -, -,  N,-,157,-,-
c11003_g1_i1_m.1766|m.9190,hamb121,M , 4, -, -, -,  N,-,111,-,-
c11013_g1_i1_m.1770|m.9206,hamb122,_ , 1, -, -, -,  N,-,161,-,-
c11014_g1_i1_m.1771|m.9210,hamb123,_ , 2, -, -, -,  N,-,99,-,-
c11018_g1_i1_m.1772|m.9214,hamb124,S , 4, -, -, -,  N,-,173,-,-
c11030_g2_i1_m.1775|m.9225,hamb125,_ , 1, -, -, -,  N,-,110,-,-
c11033_g1_i1_m.1778|m.9238,hamb126,_ , 2, -, -, -,  N,-,200,-,-
c11036_g1_i1_m.1780|m.9243,hamb127,M , 5, -, -, -,  N,-,163,-,-
c11037_g1_i2_m.1781|m.9246,hamb128,M , 5, -, -, -,  N,-,100,-,-
c11066_g1_i1_m.1789|m.9282,hamb129,_ , 1, -, -, -,  N,-,181,-,-
c11067_g1_i1_m.1790|m.9286,hamb130,_ , 2, -, -, -,  N,-,174,-,-
c11071_g1_i1_m.1792|m.9296,hamb131,_ , 1, -, -, -,  N,-,195,-,-
c11073_g1_i1_m.1793|m.9301,hamb132,_ , 2, -, -, -,  N,-,167,-,-
c11094_g1_i1_m.1796|m.9309,hamb133,S , 1, -, -, -,  N,-,102,-,-
c11096_g1_i1_m.1797|m.9316,hamb134,S , 5, -, -, -,  N,-,151,-,-
c110_g1_i1_m.7|m.22122,hamb135,_ , 1, -, -, -,  N,-,421,-,-
c11107_g1_i1_m.1800|m.9329,hamb136,_ , 2, -, -, -,  N,-,114,-,-
c11134_g1_i1_m.1805|m.9348,hamb137,_ , 3, -, -, -,  N,-,147,-,-
c11139_g1_i1_m.1806|m.9354,hamb138,_ , 2, -, -, -,  N,-,137,-,-
c11147_g1_i1_m.1807|m.9361,hamb139,S , 1, -, -, -,  N,-,135,-,-
c11149_g1_i1_m.1808|m.9367,hamb140,S , 1, -, -, -,  N,-,176,-,-
c11150_g1_i1_m.1810|m.9375,hamb141,_ , 4, -, -, -,  N,-,177,-,-
c11152_g1_i1_m.1811|m.9380,hamb142,S , 1, -, -, -,  N,-,247,-,-
c11156_g1_i1_m.1812|m.9386,hamb143,_ , 2, -, -, -,  N,-,188,-,-
c11162_g1_i1_m.1813|m.9388,hamb144,_ , 2, -, -, -,  N,-,135,-,-
c11167_g1_i1_m.1815|m.9396,hamb145,_ , 3, -, -, -,  N,-,185,-,-
c11180_g1_i1_m.1820|m.9412,hamb146,_ , 1, -, -, -,  N,-,266,-,-
c11183_g1_i2_m.1822|m.9421,hamb147,S , 1, -, -, -,  N,-,406,-,-
c11196_g1_i1_m.1825|m.9432,hamb148,_ , 3, -, -, -,  N,-,138,-,-
c11196_g2_i1_m.1826|m.9437,hamb149,S , 4, -, -, -,  N,-,146,-,-
c11204_g1_i2_m.1828|m.9445,hamb150,_ , 4, -, -, -,  N,-,191,-,-
c11205_g1_i1_m.1829|m.9451,hamb151,_ , 3, -, -, -,  N,-,121,-,-
c11207_g1_i1_m.1830|m.9455,hamb152,S , 3, -, -, -,  N,-,173,-,-
c11229_g1_i1_m.1832|m.9466,hamb153,M , 4, -, -, -,  N,-,384,-,-
c11240_g1_i2_m.1834|m.9476,hamb154,_ , 4, -, -, -,  N,-,264,-,-
c11245_g1_i1_m.1835|m.9479,hamb155,_ , 2, -, -, -,  N,-,193,-,-
c11254_g1_i1_m.1837|m.9487,hamb156,_ , 1, -, -, -,  N,-,137,-,-
c11259_g1_i1_m.1839|m.9495,hamb157,_ , 1, -, -, -,  N,-,297,-,-
c11281_g1_i1_m.1843|m.9512,hamb158,_ , 4, -, -, -,  N,-,104,-,-
c11297_g1_i1_m.1845|m.9520,hamb159,_ , 2, -, -, -,  N,-,99,-,-
c11300_g1_i1_m.1846|m.9522,hamb160,_ , 2, -, -, -,  N,-,291,-,-
c11310_g1_i1_m.1847|m.9526,hamb161,M , 4, -, -, -,  N,-,173,-,-
c11311_g1_i1_m.1848|m.9533,hamb162,_ , 2, -, -, -,  N,-,108,-,-
c11318_g1_i1_m.1849|m.9536,hamb163,_ , 2, -, -, -,  N,-,297,-,-
c11328_g1_i1_m.1855|m.9558,hamb164,_ , 1, -, -, -,  N,-,127,-,-
c11330_g1_i1_m.1856|m.9563,hamb165,_ , 1, -, -, -,  N,-,270,-,-
c11341_g1_i1_m.1857|m.9566,hamb166,_ , 1, -, -, -,  N,-,99,-,-
c11354_g1_i1_m.1861|m.9581,hamb167,_ , 4, -, -, -,  N,-,115,-,-
c11371_g1_i1_m.1865|m.9594,hamb168,_ , 1, -, -, -,  N,-,134,-,-
c11372_g1_i1_m.1866|m.9600,hamb169,_ , 5, -, -, -,  N,-,134,-,-
c11402_g1_i1_m.1871|m.9621,hamb170,S , 2, -, -, -,  N,-,157,-,-
c11409_g1_i1_m.1873|m.9627,hamb171,_ , 1, -, -, -,  N,-,123,-,-
c11410_g1_i1_m.1874|m.9631,hamb172,_ , 1, -, -, -,  N,-,144,-,-
c11413_g1_i1_m.1876|m.9638,hamb173,S , 4, -, -, -,  N,-,440,-,-
c11430_g1_i1_m.1880|m.9650,hamb174,_ , 1, -, -, -,  N,-,118,-,-
c11433_g1_i1_m.1881|m.9654,hamb175,S , 1, -, -, -,  N,-,211,-,-
c11445_g1_i2_m.1884|m.9662,hamb176,_ , 1, -, -, -,  N,-,146,-,-
c11448_g1_i1_m.1886|m.9678,hamb177,_ , 1, -, -, -,  N,-,151,-,-
c11457_g1_i1_m.1888|m.9687,hamb178,_ , 2, -, -, -,  N,-,101,-,-
c11480_g1_i2|m.5,hamb179,_ , 2, -, -, -,  N,-,356,-,-
c11483_g1_i1_m.1892|m.9702,hamb180,_ , 3, -, -, -,  N,-,256,-,-
c11521_g1_i1_m.1895|m.9715,hamb181,_ , 1, -, -, -,  N,-,252,-,-
c11532_g1_i1_m.1896|m.9718,hamb182,_ , 2, -, -, -,  N,-,188,-,-
c11559_g1_i1_m.1898|m.9726,hamb183,S , 1, -, -, -,  N,-,214,-,-
c11579_g1_i1_m.1902|m.9741,hamb184,_ , 2, -, -, -,  N,-,158,-,-
c11584_g1_i1_m.1903|m.9745,hamb185,_ , 2, -, -, -,  N,-,102,-,-
c11597_g1_i1_m.1904|m.9749,hamb186,_ , 3, -, -, -,  N,-,104,-,-
c11602_g1_i1_m.1905|m.9753,hamb187,_ , 1, -, -, -,  N,-,159,-,-
c11627_g1_i1_m.1910|m.9774,hamb188,S , 1, -, -, -,  N,-,179,-,-
c11641_g1_i1_m.1911|m.9778,hamb189,_ , 2, -, -, -,  N,-,104,-,-
c11668_g1_i1_m.1914|m.9794,hamb190,_ , 3, -, -, -,  N,-,106,-,-
c11675_g1_i1_m.1915|m.9797,hamb191,_ , 2, -, -, -,  N,-,156,-,-
c11677_g1_i1_m.1916|m.9802,hamb192,_ , 2, -, -, -,  N,-,118,-,-
c11695_g1_i2_m.1918|m.9808,hamb193,_ , 4, -, -, -,  N,-,185,-,-
c116_g1_i2_m.8|m.22684,hamb194,_ , 3, -, -, -,  N,-,106,-,-
c11705_g1_i1_m.1919|m.9812,hamb195,_ , 5, -, -, scer1104,  Y,-,209,-,RHO1
c11712_g1_i1_m.1920|m.9818,hamb196,_ , 3, -, -, -,  N,-,119,-,-
c11716_g1_i1_m.1921|m.9821,hamb197,_ , 1, -, -, -,  N,-,157,-,-
c11719_g1_i1_m.1922|m.9825,hamb198,_ , 4, -, -, -,  N,-,122,-,-
c11726_g1_i1_m.1924|m.9837,hamb199,_ , 5, -, -, -,  N,-,231,-,-
c11737_g1_i1_m.1925|m.9840,hamb200,S , 1, -, -, -,  N,-,115,-,-
c11757_g1_i2_m.1930|m.9861,hamb201,_ , 2, -, -, -,  N,-,196,-,-
c11758_g1_i1_m.1931|m.9866,hamb202,_ , 2, -, -, -,  N,-,174,-,-
c11764_g1_i1_m.1932|m.9869,hamb203,_ , 1, -, -, -,  N,-,222,-,-
c11774_g1_i1_m.1934|m.9879,hamb204,_ , 2, -, -, -,  N,-,125,-,-
c11779_g1_i2_m.1935|m.9886,hamb205,_ , 1, -, -, -,  N,-,108,-,-
c1177_g1_i1_m.199|m.10108,hamb206,_ , 1, -, -, -,  N,-,211,-,-
c11827_g1_i1_m.1939|m.9898,hamb207,_ , 2, -, -, -,  N,-,126,-,-
c1183_g1_i1_m.200|m.10153,hamb208,_ , 2, -, -, -,  N,-,112,-,-
c11864_g1_i1_m.1940|m.9900,hamb209,S , 5, -, -, -,  N,-,158,-,-
c11866_g1_i1_m.1941|m.9903,hamb210,_ , 3, -, -, -,  N,-,193,-,-
c11866_g2_i1_m.1942|m.9908,hamb211,_ , 3, -, -, -,  N,-,100,-,-
c11870_g1_i1_m.1943|m.9909,hamb212,_ , 3, -, -, -,  N,-,106,-,-
c118_g1_i1_m.9|m.23243,hamb213,_ , 2, -, -, -,  N,-,313,-,-
c11924_g1_i1_m.1946|m.9914,hamb214,_ , 4, -, -, -,  N,-,153,-,-
c11925_g1_i1_m.1948|m.9928,hamb215,S , 1, -, -, -,  N,-,531,-,-
c1193_g1_i1_m.202|m.10227,hamb216,_ , 3, -, -, -,  N,-,147,-,-
c1195_g1_i1_m.203|m.10264,hamb217,_ , 3, -, -, -,  N,-,151,-,-
c11963_g1_i1_m.1953|m.9951,hamb218,_ , 5, -, -, -,  N,-,123,-,-
c11966_g1_i1_m.1954|m.9955,hamb219,_ , 5, -, -, -,  N,-,125,-,-
c11978_g1_i1_m.1955|m.9957,hamb220,_ , 1, -, -, -,  N,-,120,-,-
c11981_g1_i1_m.1956|m.9960,hamb221,S , 2, -, -, -,  N,-,160,-,-
c11989_g1_i1_m.1958|m.9973,hamb222,_ , 2, -, -, -,  N,-,204,-,-
c11995_g1_i1_m.1959|m.9976,hamb223,_ , 5, -, -, -,  N,-,125,-,-
c1199_g1_i1_m.205|m.10359,hamb224,_ , 3, -, -, -,  N,-,117,-,-
c12027_g1_i1_m.1963|m.9994,hamb225,_ , 2, -, -, -,  N,-,151,-,-
c12038_g1_i1_m.1965|m.10003,hamb226,_ , 4, -, -, -,  N,-,142,-,-
c12065_g1_i1_m.1969|m.10017,hamb227,_ , 4, -, -, -,  N,-,117,-,-
c12076_g1_i1_m.1970|m.10023,hamb228,_ , 1, -, -, -,  N,-,110,-,-
c12097_g1_i1_m.1974|m.10038,hamb229,_ , 4, -, -, -,  N,-,166,-,-
c12116_g1_i1_m.1975|m.10045,hamb230,_ , 3, -, -, -,  N,-,121,-,-
c12141_g1_i1_m.1976|m.10053,hamb231,_ , 1, -, -, -,  N,-,222,-,-
c12144_g1_i1_m.1977|m.10058,hamb232,_ , 2, -, -, -,  N,-,110,-,-
c12148_g1_i1_m.1978|m.10062,hamb233,_ , 2, -, -, -,  N,-,101,-,-
c12160_g1_i1_m.1981|m.10073,hamb234,_ , 4, -, -, -,  N,-,143,-,-
c12166_g1_i1_m.1982|m.10074,hamb235,_ , 3, -, -, -,  N,-,109,-,-
c12170_g1_i1_m.1983|m.10079,hamb236,S , 3, -, -, -,  N,-,101,-,-
c12174_g1_i1_m.1984|m.10083,hamb237,_ , 2, -, -, -,  N,-,101,-,-
c12177_g1_i1_m.1985|m.10089,hamb238,_ , 2, -, -, -,  N,-,108,-,-
c12196_g1_i1_m.1987|m.10096,hamb239,_ , 5, -, -, -,  N,-,136,-,-
c12200_g1_i2_m.1988|m.10099,hamb240,_ , 1, -, -, -,  N,-,103,-,-
c12212_g1_i1_m.1989|m.10103,hamb241,_ , 1, -, -, -,  N,-,135,-,-
c12236_g1_i1_m.1990|m.10109,hamb242,_ , 5, -, -, -,  N,-,116,-,-
c12245_g1_i1_m.1993|m.10124,hamb243,M , 5, -, -, -,  N,-,147,-,-
c1224_g1_i1_m.207|m.10440,hamb244,S , 2, -, -, -,  N,-,133,-,-
c12280_g1_i1_m.1996|m.10136,hamb245,S , 2, -, -, -,  N,-,142,-,-
c12287_g1_i1_m.1998|m.10144,hamb246,_ , 1, -, -, -,  N,-,125,-,-
c12315_g1_i1_m.2002|m.10159,hamb247,S , 5, -, -, -,  N,-,297,-,-
c12331_g1_i1_m.2006|m.10179,hamb248,M , 4, -, -, -,  N,-,213,-,-
c12333_g1_i1_m.2007|m.10184,hamb249,M , 2, -, -, -,  Y,-,160,-,-
c12348_g1_i1_m.2008|m.10187,hamb250,M , 5, -, -, -,  N,-,101,-,-
c1234_g1_i1_m.208|m.10478,hamb251,_ , 1, -, -, -,  N,-,136,-,-
c12353_g1_i1_m.2009|m.10190,hamb252,_ , 2, -, -, -,  N,-,139,-,-
c12354_g1_i1_m.2010|m.10193,hamb253,_ , 1, -, -, -,  N,-,152,-,-
c12387_g1_i1_m.2013|m.10202,hamb254,_ , 1, -, -, -,  N,-,129,-,-
c12391_g1_i1_m.2014|m.10205,hamb255,_ , 4, -, -, -,  N,-,188,-,-
c12406_g1_i1_m.2016|m.10210,hamb256,_ , 1, -, -, -,  N,-,199,-,-
c12408_g1_i1_m.2017|m.10213,hamb257,_ , 2, -, -, -,  N,-,116,-,-
c12413_g1_i1_m.2019|m.10221,hamb258,_ , 3, -, -, -,  N,-,119,-,-
c12456_g1_i1_m.2020|m.10228,hamb259,S , 5, -, -, -,  N,-,311,-,-
c12459_g2_i1_m.2021|m.10233,hamb260,_ , 1, -, -, -,  N,-,103,-,-
c12467_g1_i1_m.2023|m.10239,hamb261,_ , 3, -, -, -,  N,-,114,-,-
c12473_g1_i1_m.2024|m.10246,hamb262,_ , 4, -, -, -,  N,-,146,-,-
c12478_g1_i1_m.2026|m.10255,hamb263,M , 4, -, -, -,  N,-,105,-,-
c12487_g1_i1_m.2027|m.10257,hamb264,_ , 2, -, -, -,  N,-,156,-,-
c1248_g1_i1_m.209|m.10528,hamb265,_ , 2, -, -, -,  N,-,223,-,-
c12503_g1_i1_m.2031|m.10266,hamb266,_ , 1, -, -, -,  N,-,99,-,-
c12517_g1_i1_m.2032|m.10270,hamb267,_ , 3, -, -, -,  N,-,128,-,-
c12518_g1_i1_m.2033|m.10273,hamb268,S , 2, -, -, -,  N,-,102,-,-
c12519_g1_i1_m.2034|m.10279,hamb269,M , 3, -, -, -,  Y,-,108,-,-
c12526_g1_i1_m.2037|m.10295,hamb270,M , 3, -, -, -,  Y,-,419,-,-
c12527_g1_i1_m.2038|m.10298,hamb271,_ , 1, -, -, -,  N,-,468,-,-
c12531_g1_i1_m.2039|m.10302,hamb272,_ , 1, -, -, -,  N,-,103,-,-
c12532_g1_i1_m.2040|m.10305,hamb273,_ , 5, -, -, -,  N,-,139,-,-
c12546_g1_i1_m.2041|m.10309,hamb274,_ , 3, -, -, -,  N,-,114,-,-
c12571_g1_i1_m.2042|m.10317,hamb275,_ , 3, -, -, -,  N,-,156,-,-
c12592_g1_i1|m.6,hamb276,_ , 4, -, -, -,  N,-,481,-,-
c12599_g1_i1_m.2048|m.10345,hamb277,_ , 2, -, -, -,  N,-,234,-,-
c12608_g1_i2_m.2049|m.10352,hamb278,S , 1, -, -, -,  N,-,113,-,-
c12633_g1_i1_m.2051|m.10366,hamb279,_ , 1, -, -, -,  N,-,99,-,-
c12648_g1_i1_m.2054|m.10374,hamb280,_ , 4, -, -, -,  N,-,158,-,-
c12662_g1_i1_m.2056|m.10387,hamb281,S , 1, -, -, -,  N,-,101,-,-
c12673_g1_i1_m.2057|m.10393,hamb282,S , 2, -, -, -,  N,-,100,-,-
c12688_g1_i1_m.2061|m.10404,hamb283,_ , 2, -, -, -,  N,-,114,-,-
c12694_g1_i1_m.2062|m.10407,hamb284,_ , 1, -, -, -,  N,-,106,-,-
c12697_g1_i1_m.2063|m.10411,hamb285,_ , 1, -, -, -,  N,-,140,-,-
c12706_g1_i1_m.2064|m.10416,hamb286,_ , 2, -, -, -,  N,-,123,-,-
c1270_g1_i1_m.211|m.10609,hamb287,_ , 3, -, -, -,  N,-,104,-,-
c12719_g1_i1_m.2067|m.10427,hamb288,_ , 1, -, -, -,  N,-,139,-,-
c12727_g1_i1_m.2068|m.10430,hamb289,_ , 2, -, -, -,  N,-,120,-,-
c12746_g1_i1_m.2069|m.10432,hamb290,_ , 2, -, -, -,  N,-,167,-,-
