transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10027|m.9721,ifas25,S , 1, -, -, -,  N,-,354,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10028|m.9724,ifas26,_ , 2, -, -, -,  N,-,233,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10029|m.9725,ifas27,M , 5, -, -, -,  N,-,109,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1003|m.1275,ifas28,_ , 1, -, -, -,  N,-,171,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10031|m.9726,ifas29,M , 4, -, -, -,  N,-,109,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10033|m.9727,ifas30,_ , 2, -, -, -,  N,-,405,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10034|m.9728,ifas31,S , 1, -, -, -,  N,-,198,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10035|m.9729,ifas32,S , 4, -, -, -,  N,-,242,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10038|m.9731,ifas33,_ , 2, -, -, -,  N,-,224,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10040|m.9732,ifas34,_ , 3, -, -, -,  N,-,180,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10042|m.9733,ifas35,_ , 3, -, -, -,  N,-,100,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10044|m.9734,ifas36,_ , 1, -, -, -,  N,-,130,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10044|m.9735,ifas37,_ , 3, -, -, -,  N,-,100,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10047|m.9736,ifas38,_ , 3, -, -, -,  N,-,317,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10048|m.9737,ifas39,_ , 5, -, -, -,  N,-,201,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1005|m.1276,ifas40,_ , 1, -, -, -,  N,-,230,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10053|m.9739,ifas41,_ , 2, -, -, -,  N,-,327,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10054|m.9740,ifas42,_ , 5, -, -, -,  N,-,158,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10059|m.9741,ifas43,_ , 2, -, -, -,  N,-,135,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1006|m.1278,ifas44,_ , 2, -, -, -,  N,-,135,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10060|m.9743,ifas45,_ , 2, -, -, -,  N,-,136,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10060|m.9742,ifas46,_ , 5, -, -, -,  N,-,210,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10063|m.9744,ifas47,_ , 2, -, -, -,  N,-,288,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10064|m.9746,ifas48,_ , 4, -, -, -,  N,-,141,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10065|m.9747,ifas49,_ , 2, -, -, -,  N,-,394,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10068|m.9748,ifas50,_ , 2, -, -, -,  N,-,173,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10069|m.9750,ifas51,_ , 2, -, -, -,  N,-,184,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1007|m.1279,ifas52,_ , 1, -, -, -,  N,-,311,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10073|m.9752,ifas53,_ , 2, -, -, -,  N,-,117,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10073|m.9751,ifas54,_ , 1, -, -, -,  N,-,218,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10074|m.9753,ifas55,S , 1, -, -, -,  N,-,159,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10076|m.9754,ifas56,_ , 1, -, -, -,  N,-,145,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10078|m.9756,ifas57,_ , 1, -, -, -,  N,-,131,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10079|m.9758,ifas58,_ , 1, -, -, -,  N,-,379,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10082|m.9759,ifas59,_ , 1, -, -, -,  N,-,312,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10083|m.9760,ifas60,_ , 5, -, -, -,  N,-,130,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10085|m.9761,ifas61,_ , 2, -, -, -,  N,-,122,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10088|m.9762,ifas62,_ , 1, -, -, -,  N,-,321,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10089|m.9764,ifas63,_ , 1, -, -, -,  N,-,349,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10091|m.9766,ifas64,_ , 1, -, -, -,  N,-,167,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10092|m.9767,ifas65,_ , 1, -, -, -,  N,-,107,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10093|m.9768,ifas66,_ , 1, -, -, -,  N,-,173,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10094|m.9769,ifas67,_ , 3, -, -, -,  N,-,116,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10096|m.9770,ifas68,_ , 1, -, -, -,  N,-,215,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10097|m.9773,ifas69,_ , 1, -, -, -,  N,-,121,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10097|m.9772,ifas70,S , 2, -, -, -,  N,-,161,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10098|m.9774,ifas71,_ , 5, hsap1311, mmus108, scer786,  Y,IMMP1L,161,Immp1l,IMP2
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10099|m.9775,ifas72,_ , 3, -, -, -,  N,-,116,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_101|m.152,ifas73,_ , 5, -, -, -,  N,-,239,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1010|m.1281,ifas74,_ , 2, -, -, -,  N,-,245,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10100|m.9776,ifas75,_ , 2, -, -, -,  N,-,193,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10102|m.9777,ifas76,_ , 1, -, -, -,  N,-,187,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10103|m.9778,ifas77,_ , 5, -, -, -,  N,-,126,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10106|m.9779,ifas78,_ , 3, -, -, -,  N,-,186,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1011|m.1282,ifas79,_ , 2, hsap1907, mmus1003, -,  Y,ATPAF2,177,Atpaf2,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10110|m.9783,ifas80,_ , 5, -, -, -,  N,-,139,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10111|m.9784,ifas81,_ , 4, hsap1587, mmus1188, -,  Y,PCCA,423,Pcca,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10113|m.9785,ifas82,_ , 1, -, -, -,  N,-,199,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10117|m.9788,ifas83,_ , 1, -, -, -,  N,-,100,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10119|m.9789,ifas84,_ , 3, -, -, -,  N,-,153,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1012|m.1283,ifas85,M , 5, -, -, -,  N,-,411,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10120|m.9790,ifas86,M , 4, -, -, -,  N,-,179,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10121|m.9791,ifas87,_ , 2, -, -, -,  N,-,128,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10122|m.9792,ifas88,S , 1, -, -, -,  N,-,311,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10123|m.9793,ifas89,_ , 2, -, -, -,  N,-,213,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10124|m.9794,ifas90,_ , 3, -, -, -,  N,-,405,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10129|m.9796,ifas91,_ , 2, -, -, -,  N,-,153,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1013|m.1284,ifas92,_ , 5, -, -, -,  N,-,156,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10130|m.9798,ifas93,_ , 2, -, -, -,  N,-,152,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10132|m.9799,ifas94,_ , 3, -, -, -,  N,-,141,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10133|m.9800,ifas95,_ , 3, -, -, -,  N,-,124,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10135|m.9801,ifas96,_ , 2, -, -, -,  N,-,122,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10139|m.9802,ifas97,_ , 3, -, -, -,  N,-,253,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10141|m.9803,ifas98,_ , 3, -, -, -,  N,-,116,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10142|m.9804,ifas99,_ , 2, -, -, -,  N,-,180,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10144|m.9805,ifas100,_ , 2, -, -, -,  N,-,121,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10146|m.9806,ifas101,_ , 3, -, -, -,  N,-,194,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10147|m.9807,ifas102,_ , 3, -, -, -,  N,-,242,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10148|m.9808,ifas103,_ , 1, -, -, -,  N,-,174,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1015|m.1285,ifas104,_ , 2, -, -, -,  N,-,190,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10150|m.9809,ifas105,_ , 1, -, -, -,  N,-,303,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10151|m.9810,ifas106,S , 3, -, -, -,  N,-,258,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10151|m.9811,ifas107,_ , 1, -, -, -,  N,-,248,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10152|m.9812,ifas108,_ , 1, -, -, -,  N,-,181,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10154|m.9815,ifas109,_ , 2, -, -, -,  N,-,151,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10156|m.9816,ifas110,_ , 3, -, -, -,  N,-,228,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10157|m.9818,ifas111,M , 3, -, -, -,  Y,-,136,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10159|m.9819,ifas112,M , 4, hsap205, mmus87, scer623,  Y,SDHC,163,Sdhc,SDH3
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1016|m.1286,ifas113,_ , 2, -, -, -,  N,-,121,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10163|m.9820,ifas114,_ , 1, -, -, -,  N,-,101,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10164|m.9822,ifas115,M , 5, -, -, -,  N,-,121,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10165|m.9823,ifas116,_ , 2, -, -, -,  N,-,130,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10167|m.9824,ifas117,_ , 1, -, -, -,  N,-,128,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10168|m.9825,ifas118,_ , 2, -, -, -,  N,-,256,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10169|m.9826,ifas119,_ , 3, -, -, -,  N,-,120,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1017|m.1288,ifas120,_ , 2, -, -, -,  N,-,163,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1017|m.1287,ifas121,_ , 3, -, -, -,  N,-,539,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10170|m.9827,ifas122,S , 4, -, -, -,  N,-,133,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10171|m.9828,ifas123,_ , 1, -, -, -,  N,-,184,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10173|m.9829,ifas124,_ , 2, -, -, -,  N,-,275,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10176|m.9830,ifas125,_ , 3, -, -, -,  N,-,209,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10177|m.9831,ifas126,_ , 2, -, -, -,  N,-,417,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1018|m.1290,ifas127,_ , 1, -, -, -,  N,-,266,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10181|m.9834,ifas128,M , 5, -, -, -,  N,-,181,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10181|m.9833,ifas129,_ , 1, -, -, -,  N,-,325,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10181|m.9835,ifas130,_ , 4, -, -, -,  N,-,102,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10182|m.9836,ifas131,_ , 1, -, -, -,  N,-,211,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10183|m.9837,ifas132,_ , 1, -, -, -,  N,-,157,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10186|m.9839,ifas133,_ , 1, -, -, -,  N,-,193,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10187|m.9840,ifas134,_ , 2, -, -, -,  N,-,206,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1019|m.1291,ifas135,_ , 1, -, -, -,  N,-,274,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10190|m.9841,ifas136,_ , 3, -, -, -,  N,-,337,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10192|m.9842,ifas137,_ , 2, -, -, -,  N,-,194,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10193|m.9843,ifas138,S , 5, -, -, -,  N,-,104,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10194|m.9844,ifas139,_ , 2, -, -, -,  N,-,236,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10195|m.9845,ifas140,_ , 3, -, -, -,  N,-,217,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10196|m.9846,ifas141,M , 4, hsap2277, mmus1287, -,  Y,NDUFA6,140,Ndufa6,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10197|m.9847,ifas142,_ , 1, -, -, -,  N,-,358,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10198|m.9848,ifas143,_ , 3, -, -, -,  N,-,228,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10198|m.9849,ifas144,S , 4, -, -, -,  N,-,104,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_102|m.153,ifas145,S , 3, -, -, -,  N,-,150,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10202|m.9850,ifas146,_ , 2, -, -, -,  N,-,341,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10204|m.9852,ifas147,_ , 1, -, -, -,  N,-,182,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10205|m.9855,ifas148,S , 4, -, -, -,  N,-,107,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10205|m.9853,ifas149,S , 3, hsap2166, mmus197, scer138,  Y,CRLS1,205,Crls1,CRD1
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10206|m.9856,ifas150,M , 4, -, -, -,  N,-,130,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1021|m.1292,ifas151,_ , 2, -, -, -,  N,-,264,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10211|m.9857,ifas152,_ , 3, -, -, -,  N,-,203,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10212|m.9858,ifas153,_ , 1, -, -, -,  N,-,131,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10213|m.9859,ifas154,_ , 3, -, -, -,  N,-,121,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10214|m.9860,ifas155,_ , 4, -, -, -,  N,-,121,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10216|m.9862,ifas156,_ , 2, -, -, -,  N,-,137,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10216|m.9861,ifas157,S , 2, -, -, -,  N,-,279,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10217|m.9863,ifas158,S , 5, -, -, -,  N,-,117,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10219|m.9864,ifas159,_ , 1, -, -, -,  N,-,192,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1022|m.1293,ifas160,_ , 1, -, -, -,  N,-,167,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10220|m.9865,ifas161,_ , 2, -, -, -,  N,-,148,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10222|m.9868,ifas162,_ , 1, -, -, -,  N,-,104,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10222|m.9867,ifas163,_ , 1, -, -, -,  N,-,114,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10223|m.9869,ifas164,_ , 1, -, -, -,  N,-,272,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10224|m.9870,ifas165,_ , 2, -, -, -,  N,-,109,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1023|m.1294,ifas166,_ , 4, -, -, -,  N,-,151,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10232|m.9871,ifas167,_ , 3, -, -, -,  N,-,132,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10234|m.9872,ifas168,_ , 2, -, -, -,  N,-,99,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10239|m.9874,ifas169,_ , 5, -, -, -,  N,-,117,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1024|m.1295,ifas170,_ , 3, -, -, -,  N,-,139,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10240|m.9875,ifas171,_ , 2, -, -, -,  N,-,162,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10243|m.9876,ifas172,_ , 2, -, -, -,  N,-,182,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10245|m.9878,ifas173,_ , 2, -, -, -,  N,-,99,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10249|m.9881,ifas174,_ , 3, -, -, -,  N,-,221,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10250|m.9882,ifas175,_ , 1, -, -, -,  N,-,367,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10252|m.9885,ifas176,_ , 1, -, -, -,  N,-,131,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10253|m.9886,ifas177,_ , 2, -, -, -,  N,-,132,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10254|m.9887,ifas178,_ , 2, -, -, -,  N,-,134,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10256|m.9888,ifas179,_ , 2, -, -, -,  N,-,105,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_10257|m.9889,ifas180,_ , 2, -, -, -,  N,-,136,-,-
